3710.3162,1207.0704
3721.2691,1207.2201
3731.2020,1209.6836
3740.0422,1211.8760
3747.2177,1213.6556
3753.0684,1213.9267
3759.0676,1212.7273
3764.9335,1211.5279
3770.5654,1209.9936
3775.6614,1208.4069
3781.5928,1206.7367
3789.1951,1205.8181
3796.3797,1204.1479
3804.3996,1203.2293
3811.6677,1203.3128
3817.1815,1202.1436
3823.1129,1200.1394
3828.6267,1198.8032
3834.5581,1197.5506
3840.5731,1197.0495
3845.8362,1196.5484
3851.0993,1195.9639
3859.0061,1195.1265
3866.5248,1193.9573
3877.2181,1193.0387
3885.8229,1192.7047
3896.0985,1191.4520
3906.2070,1190.1159
3914.6446,1188.4457
3926.7582,1187.9446
3940.3348,1187.6907
3949.0231,1187.7742
3958.4632,1186.3545
3967.3186,1185.6864
3980.0169,1185.8535
3986.8673,1184.7678
3996.3075,1183.9327
4007.4185,1183.1811
4016.9422,1183.9327
4029.8912,1182.5965
4043.7590,1179.9242
4055.4058,1179.3362
4070.1091,1178.7516
4081.0911,1176.4931
4087.4402,1173.9043
4099.5537,1171.3155
4110.9989,1170.0628
4123.3630,1168.7266
4136.1448,1168.0586
4145.7521,1168.8937
4158.3669,1167.3905
4169.2273,1164.8852
4177.4512,1163.7929
4188.7293,1164.2940
4200.4251,1163.1248
4211.7032,1160.9536
4224.4015,1161.1206
4235.6796,1159.7009
4248.3779,1158.0307
4263.5824,1159.2834
4277.1997,1156.3605
4281.5679,1157.6012
4289.6349,1154.1044
4297.4459,1152.9559
4307.5406,1148.3513
4312.9307,1144.5187
4318.3564,1141.3073
4323.6184,1141.0175
4331.0462,1137.6294
4335.8669,1135.4305
4343.6284,1133.8855
4349.9821,1131.5305
4353.6666,1127.3112
4356.1858,1121.1931
4358.7049,1115.0750
4363.6932,1111.1968
4369.1644,1106.9431
4374.3372,1102.9213
4382.4117,1100.7147
4391.5823,1098.2085
4400.7962,1095.6904
4408.8273,1093.4956
4414.0550,1086.7350
4419.4096,1079.8103
4422.6056,1075.6770
4428.0532,1071.8358
4433.7597,1067.8120
4442.4889,1061.6568
4451.2393,1058.8613
4459.5691,1057.4317
4466.4505,1056.2508
4473.8292,1054.9844
4479.2409,1052.2059
4482.6983,1048.3787
4486.6533,1044.0006
4490.7230,1039.4956
4495.8237,1035.3678
4501.4918,1030.7809
4505.3679,1027.6441
4507.5997,1023.3312
4510.0896,1018.5194
4512.4876,1013.8851
4518.1592,1011.4879
4524.4580,1008.8257
4531.3425,1005.9158
4538.1067,1001.7794
4544.4839,999.5933
4550.8693,996.3350
4556.3993,993.5132
4564.8052,989.2239
4571.9472,985.5795
4577.0826,982.9590
4581.5697,978.3671
4585.6353,974.2066
4590.5488,969.1783
4595.6819,963.9253
4597.8392,959.5270
4603.0181,956.4177
4607.7792,951.5454
4611.8570,947.3723
4616.2242,942.9031
4619.6456,938.2322
4623.2432,932.5666
4626.2516,927.8288
4630.8277,920.6221
4633.8837,915.8094
4638.4893,911.1915
4643.7806,906.8301
4647.2258,903.9903
4652.5755,899.5806
4656.6470,896.2246
4661.2583,892.4236
4668.4006,887.9289
4674.1171,884.8120
4677.5033,882.9656
4682.6141,880.1790
4690.2598,876.0102
4697.2414,872.2035
4703.3319,869.1843
4711.1481,866.4796
4719.3336,863.6472
4724.5140,861.8546
4729.1366,860.2550
4735.2002,858.1569
4743.2784,855.3615
4750.6615,853.6462
4759.3808,852.7498
4769.0330,851.7574
4776.9062,850.9480
4787.9635,849.8112
4795.3651,847.7879
4802.1340,845.1970
4811.0043,841.8019
4819.7759,838.4445
4827.9136,835.3297
4836.2793,832.1277
4845.6363,828.5462
4854.4807,825.1609
4864.1582,823.6549
4873.6716,823.3806
4885.0174,823.0534
4895.1886,822.7602
4903.3285,822.5255
4909.8235,822.3382
4913.6985,821.1886
4918.0252,819.0685
4923.7092,816.4396
4929.1387,815.5915
4936.0104,814.9979
4946.6148,813.5562
4954.1652,811.6905
4962.3943,810.6729
4970.1992,809.2312
4978.1738,808.5528
4987.5905,807.2807
4998.5344,806.1782
5006.4241,805.4150
